id,pg,genes,uniquecontrast,logfc,pvalue,adjpval,significant,plate
131,PG_00053,G_00053,SRB-9000000.001.Pw00_vs_DMSO,-2.428404710035676,0.4529748542039698,1.0,0,Pw00
133,PG_00054,G_00054,SRB-9000000.001.Pw00_vs_DMSO,-1.0661945806718103,0.5051824157391284,1.0,0,Pw00
135,PG_00055,G_00055,SRB-9000000.001.Pw00_vs_DMSO,3.6759861905578823,0.5437106428943147,1.0,0,Pw00
137,PG_00056,G_00056,SRB-9000000.001.Pw00_vs_DMSO,-2.6171493061275366,0.24038315232544674,0.8775250972537343,0,Pw00
139,PG_00057,G_00057,SRB-9000000.001.Pw00_vs_DMSO,0.04701877996359857,0.7343611086715898,1.0,0,Pw00
141,PG_00058,G_00058,SRB-9000000.001.Pw00_vs_DMSO,1.5746576190264832,0.5139647016479618,1.0,0,Pw00
143,PG_00059,G_00059,SRB-9000000.001.Pw00_vs_DMSO,3.0255714009066246,0.2906192924006823,0.813733236932696,0,Pw00
145,PG_00000,G_00000,SRB-9000000.001.Pw01_vs_DMSO,-1.7649177517868124,0.02104677469965155,0.056086794616309284,1,Pw01
147,PG_00001,G_00001,SRB-9000000.001.Pw01_vs_DMSO,2.1266923468096754,0.19443749298285193,0.3888241681622671,0,Pw01
149,PG_00002,G_00002,SRB-9000000.001.Pw01_vs_DMSO,0.07885628151048568,0.6553893600807575,1.0,0,Pw01
151,PG_00003,G_00003,SRB-9000000.001.Pw01_vs_DMSO,0.5481227999887257,0.7273303730350468,1.0,0,Pw01
153,PG_00004,G_00004,SRB-9000000.001.Pw01_vs_DMSO,2.16281799381654,0.14760089449774677,0.32358746472018685,0,Pw01
155,PG_00005,G_00005,SRB-9000000.001.Pw01_vs_DMSO,0.4586208781752642,0.6705999102891258,1.0,0,Pw01
157,PG_00006,G_00006,SRB-9000000.001.Pw01_vs_DMSO,0.8008678441364355,0.23225279461223963,0.36260015709902427,0,Pw01
159,PG_00007,G_00007,SRB-9000000.001.Pw01_vs_DMSO,0.9099031594816676,0.7917901825363693,1.0,0,Pw01
161,PG_00008,G_00008,SRB-9000000.001.Pw01_vs_DMSO,-0.8118989191397952,0.12842171024892304,0.16132694152854812,0,Pw01
163,PG_00009,G_00009,SRB-9000000.001.Pw01_vs_DMSO,1.0564748439610558,0.48239795937516433,0.8144480692291284,0,Pw01
165,PG_00010,G_00010,SRB-9000000.001.Pw01_vs_DMSO,-0.39055972276145423,0.23724540930367088,1.0,0,Pw01
167,PG_00011,G_00011,SRB-9000000.001.Pw01_vs_DMSO,1.7431834196513185,0.4646180885559729,1.0,0,Pw01
169,PG_00012,G_00012,SRB-9000000.001.Pw01_vs_DMSO,-0.8596893811891296,0.31165925778155457,0.8517151736216613,0,Pw01
171,PG_00013,G_00013,SRB-9000000.001.Pw01_vs_DMSO,-0.6038196573055156,0.333912600333062,0.7927683445750361,0,Pw01
173,PG_00014,G_00014,SRB-9000000.001.Pw01_vs_DMSO,0.10713825708319025,0.5582617011485986,1.0,0,Pw01
175,PG_00015,G_00015,SRB-9000000.001.Pw01_vs_DMSO,-0.785322990959326,0.6468327861677627,0.907705109857536,0,Pw01
177,PG_00016,G_00016,SRB-9000000.001.Pw01_vs_DMSO,-1.0779146878194612,0.49438931353251114,0.9493455213781342,0,Pw01
179,PG_00017,G_00017,SRB-9000000.001.Pw01_vs_DMSO,1.128412459341026,0.5584232586064697,1.0,0,Pw01
181,PG_00018,G_00018,SRB-9000000.001.Pw01_vs_DMSO,0.4366115282193632,0.7827201180443785,1.0,0,Pw01
183,PG_00019,G_00019,SRB-9000000.001.Pw01_vs_DMSO,2.7269141745952807,0.09214283671261934,0.3461406698638268,0,Pw01
185,PG_00020,G_00020,SRB-9000000.001.Pw01_vs_DMSO,-0.5020230046825829,0.7659532021347328,1.0,0,Pw01
187,PG_00021,G_00021,SRB-9000000.001.Pw01_vs_DMSO,-0.32151971053929135,0.8373142520227143,1.0,0,Pw01
189,PG_00022,G_00022,SRB-9000000.001.Pw01_vs_DMSO,0.2706733931525147,0.22285072908019707,0.7045101408333211,0,Pw01
191,PG_00023,G_00023,SRB-9000000.001.Pw01_vs_DMSO,0.09754699500744901,0.48248258111235914,0.9401442208425922,0,Pw01
193,PG_00024,G_00024,SRB-9000000.001.Pw01_vs_DMSO,-1.3197795428618901,0.7775345242631633,0.8623054063846797,0,Pw01
195,PG_00025,G_00025,SRB-9000000.001.Pw01_vs_DMSO,3.6294183452106275,0.4793965814908888,1.0,0,Pw01
197,PG_00026,G_00026,SRB-9000000.001.Pw01_vs_DMSO,0.49766977431959303,0.07691453790799004,0.16528419901418173,0,Pw01
199,PG_00027,G_00027,SRB-9000000.001.Pw01_vs_DMSO,0.018486215335741487,0.8677008871220158,1.0,0,Pw01
201,PG_00028,G_00028,SRB-9000000.001.Pw01_vs_DMSO,-0.21495871887716184,0.9082905744744636,1.0,0,Pw01
203,PG_00029,G_00029,SRB-9000000.001.Pw01_vs_DMSO,-0.7683424731713122,0.2335411330610517,0.4105243556531563,0,Pw01
205,PG_00030,G_00030,SRB-9000000.001.Pw01_vs_DMSO,-0.264018185573649,0.1256083572099519,0.40330862178380883,0,Pw01
207,PG_00031,G_00031,SRB-9000000.001.Pw01_vs_DMSO,1.3994483195649141,0.2974704429466728,0.7559729509460164,0,Pw01
209,PG_00032,G_00032,SRB-9000000.001.Pw01_vs_DMSO,-1.2079236387399752,0.3835332948088239,1.0,0,Pw01
211,PG_00033,G_00033,SRB-9000000.001.Pw01_vs_DMSO,-2.3048413491056943,0.5810362881336865,1.0,0,Pw01
213,PG_00034,G_00034,SRB-9000000.001.Pw01_vs_DMSO,-1.0014304228274038,0.8399684883545296,1.0,0,Pw01
215,PG_00035,G_00035,SRB-9000000.001.Pw01_vs_DMSO,-0.08269174407625088,0.9520588077983279,1.0,0,Pw01
217,PG_00036,G_00036,SRB-9000000.001.Pw01_vs_DMSO,1.5328759999095598,0.013310723771763545,0.05082145963521004,1,Pw01
219,PG_00037,G_00037,SRB-9000000.001.Pw01_vs_DMSO,1.3929609356931956,0.3158835775048077,1.0,0,Pw01
221,PG_00038,G_00038,SRB-9000000.001.Pw01_vs_DMSO,0.4467117652852207,0.5957673257633432,1.0,0,Pw01
223,PG_00039,G_00039,SRB-9000000.001.Pw01_vs_DMSO,2.8151037830814554,0.10638810563108357,0.45795948126834923,0,Pw01
225,PG_00040,G_00040,SRB-9000000.001.Pw01_vs_DMSO,-0.03834861238105717,0.8652151017801382,1.0,0,Pw01
227,PG_00041,G_00041,SRB-9000000.001.Pw01_vs_DMSO,0.11704792214521681,0.020235607776731213,0.06231966636867992,0,Pw01
229,PG_00042,G_00042,SRB-9000000.001.Pw01_vs_DMSO,-2.0348477487729384,0.4541136842559572,0.9907606204680386,0,Pw01
231,PG_00043,G_00043,SRB-9000000.001.Pw01_vs_DMSO,-1.1074874645427493,0.9030436013402302,1.0,0,Pw01
233,PG_00044,G_00044,SRB-9000000.001.Pw01_vs_DMSO,1.018414202662548,0.2125525755964841,0.6398825538862702,0,Pw01
235,PG_00045,G_00045,SRB-9000000.001.Pw01_vs_DMSO,1.2466357402634032,0.28953794056693194,0.8352177150432614,0,Pw01
237,PG_00046,G_00046,SRB-9000000.001.Pw01_vs_DMSO,1.126425281716502,0.30305136143685973,1.0,0,Pw01
239,PG_00047,G_00047,SRB-9000000.001.Pw01_vs_DMSO,-0.8122896858223788,0.7946855591963237,1.0,0,Pw01
241,PG_00048,G_00048,SRB-9000000.001.Pw01_vs_DMSO,-0.5494388085791836,0.039141952606892357,0.0677094377987771,0,Pw01
243,PG_00049,G_00049,SRB-9000000.001.Pw01_vs_DMSO,-0.4584827013347271,0.10620827377440988,0.32466770450038535,0,Pw01
245,PG_00050,G_00050,SRB-9000000.001.Pw01_vs_DMSO,-0.4455706978737264,0.41835666035323926,0.7899690187930913,0,Pw01
247,PG_00051,G_00051,SRB-9000000.001.Pw01_vs_DMSO,-0.49704296761866645,0.057147254421896915,0.06602432650321041,0,Pw01
249,PG_00052,G_00052,SRB-9000000.001.Pw01_vs_DMSO,-0.18587230474119212,0.09253185830715308,0.09815214996879243,0,Pw01
251,PG_00053,G_00053,SRB-9000000.001.Pw01_vs_DMSO,0.5746786296642574,0.46155302699737905,1.0,0,Pw01
253,PG_00054,G_00054,SRB-9000000.001.Pw01_vs_DMSO,0.5177494150748715,0.6847309973559639,1.0,0,Pw01
255,PG_00055,G_00055,SRB-9000000.001.Pw01_vs_DMSO,-0.37505112633025794,0.8393071006302559,1.0,0,Pw01
257,PG_00056,G_00056,SRB-9000000.001.Pw01_vs_DMSO,2.1103304503509843,0.0478373586165304,0.06952611369421977,1,Pw01
259,PG_00057,G_00057,SRB-9000000.001.Pw01_vs_DMSO,-0.8663658014381175,0.39935078070105573,1.0,0,Pw01
261,PG_00058,G_00058,SRB-9000000.001.Pw01_vs_DMSO,1.0001875116608439,0.2917935302029821,0.5706496466234402,0,Pw01
263,PG_00059,G_00059,SRB-9000000.001.Pw01_vs_DMSO,-0.35059857914349996,0.25869991003723974,0.6338405750478159,0,Pw01
265,PG_00000,G_00000,SRB-9000001.001.Pw00_vs_DMSO,-0.7108929912463993,0.4173201821169807,1.0,0,Pw00
267,PG_00001,G_00001,SRB-9000001.001.Pw00_vs_DMSO,2.2690389419678474,0.44469115413711724,1.0,0,Pw00
269,PG_00002,G_00002,SRB-9000001.001.Pw00_vs_DMSO,-0.852174676211821,0.9712402827430878,1.0,0,Pw00
271,PG_00003,G_00003,SRB-9000001.001.Pw00_vs_DMSO,0.10975810663939005,0.9075348223944151,1.0,0,Pw00
273,PG_00004,G_00004,SRB-9000001.001.Pw00_vs_DMSO,-3.729113579716052,0.3252333575838856,1.0,0,Pw00
275,PG_00005,G_00005,SRB-9000001.001.Pw00_vs_DMSO,-0.6187189954635617,0.02441652178846578,0.09623046494940668,0,Pw00
277,PG_00006,G_00006,SRB-9000001.001.Pw00_vs_DMSO,-0.13987068134514496,0.549510265633318,1.0,0,Pw00
279,PG_00007,G_00007,SRB-9000001.001.Pw00_vs_DMSO,-1.5436799752868446,0.10419587938825461,0.48986959041683653,0,Pw00
281,PG_00008,G_00008,SRB-9000001.001.Pw00_vs_DMSO,-0.35475340744303085,0.17653357504084402,0.6128324763599393,0,Pw00
283,PG_00009,G_00009,SRB-9000001.001.Pw00_vs_DMSO,-0.9953405228130114,0.16966870515933707,0.28028004689160335,0,Pw00
285,PG_00010,G_00010,SRB-9000001.001.Pw00_vs_DMSO,-0.5225163531974957,0.829409520296409,1.0,0,Pw00
287,PG_00011,G_00011,SRB-9000001.001.Pw00_vs_DMSO,1.8494094888599946,0.7384835159750497,1.0,0,Pw00
289,PG_00012,G_00012,SRB-9000001.001.Pw00_vs_DMSO,1.8229068029526803,0.8844289117011488,1.0,0,Pw00
291,PG_00013,G_00013,SRB-9000001.001.Pw00_vs_DMSO,0.7191828259981554,0.9332482059996339,1.0,0,Pw00
293,PG_00014,G_00014,SRB-9000001.001.Pw00_vs_DMSO,0.3601287641388902,0.7267562432095207,1.0,0,Pw00
295,PG_00015,G_00015,SRB-9000001.001.Pw00_vs_DMSO,-0.7203243683616047,0.8505248823635472,1.0,0,Pw00
297,PG_00016,G_00016,SRB-9000001.001.Pw00_vs_DMSO,0.9906469476523521,0.18963777195681902,0.4340962565013059,0,Pw00
299,PG_00017,G_00017,SRB-9000001.001.Pw00_vs_DMSO,1.8562633138938844,0.7311995640194376,0.7428417110504189,0,Pw00
301,PG_00018,G_00018,SRB-9000001.001.Pw00_vs_DMSO,-1.9585896273560088,0.7853741919997799,0.8574120353084779,0,Pw00
303,PG_00019,G_00019,SRB-9000001.001.Pw00_vs_DMSO,-0.40372246005618573,0.8399995709239394,1.0,0,Pw00
305,PG_00020,G_00020,SRB-9000001.001.Pw00_vs_DMSO,-2.349536607688284,0.08873935031403664,0.22469679017617655,0,Pw00
307,PG_00021,G_00021,SRB-9000001.001.Pw00_vs_DMSO,-0.73145716285214,0.5181828147026157,1.0,0,Pw00
309,PG_00022,G_00022,SRB-9000001.001.Pw00_vs_DMSO,0.24065065294589508,0.0252546041376862,0.09710604079758046,0,Pw00
311,PG_00023,G_00023,SRB-9000001.001.Pw00_vs_DMSO,-3.791741455433364,0.8554666321381448,0.8948250707523554,0,Pw00
313,PG_00024,G_00024,SRB-9000001.001.Pw00_vs_DMSO,-1.7823010727793518,0.2131811961034833,0.5238540900809385,0,Pw00
315,PG_00025,G_00025,SRB-9000001.001.Pw00_vs_DMSO,2.0373430032564133,0.8209050053865915,1.0,0,Pw00
317,PG_00026,G_00026,SRB-9000001.001.Pw00_vs_DMSO,0.48732536262899245,0.8809315281446527,1.0,0,Pw00
319,PG_00027,G_00027,SRB-9000001.001.Pw00_vs_DMSO,0.8470472189115823,0.5160130190439148,1.0,0,Pw00
321,PG_00028,G_00028,SRB-9000001.001.Pw00_vs_DMSO,-0.3986851072253001,0.06386830404780053,0.13157500831161648,0,Pw00
323,PG_00029,G_00029,SRB-9000001.001.Pw00_vs_DMSO,-0.07824833157068688,0.43175233014937703,0.5164109818751136,0,Pw00
325,PG_00030,G_00030,SRB-9000001.001.Pw00_vs_DMSO,0.7223785889806833,0.8853547407889056,1.0,0,Pw00
327,PG_00031,G_00031,SRB-9000001.001.Pw00_vs_DMSO,0.9465428129190027,0.5685694369998184,0.901286468424131,0,Pw00
329,PG_00032,G_00032,SRB-9000001.001.Pw00_vs_DMSO,2.2042665140317084,0.6324231425052882,1.0,0,Pw00
331,PG_00033,G_00033,SRB-9000001.001.Pw00_vs_DMSO,1.0352516181447498,0.16195725267674216,0.5928153844666486,0,Pw00
333,PG_00034,G_00034,SRB-9000001.001.Pw00_vs_DMSO,0.8043422091162066,0.040678845272649505,0.17680901197011617,0,Pw00
335,PG_00035,G_00035,SRB-9000001.001.Pw00_vs_DMSO,-0.05392731260731451,0.09389171938358092,0.41402036264669284,0,Pw00
337,PG_00036,G_00036,SRB-9000001.001.Pw00_vs_DMSO,0.45840549095363714,0.7483791337630021,1.0,0,Pw00
339,PG_00037,G_00037,SRB-9000001.001.Pw00_vs_DMSO,-0.4118794607687757,0.14068193460710457,0.6875121743621424,0,Pw00
341,PG_00038,G_00038,SRB-9000001.001.Pw00_vs_DMSO,-0.44010639765247944,0.1472130200435809,0.7282820996102533,0,Pw00
343,PG_00039,G_00039,SRB-9000001.001.Pw00_vs_DMSO,0.4791585878141048,0.28823135844832787,1.0,0,Pw00
345,PG_00040,G_00040,SRB-9000001.001.Pw00_vs_DMSO,-0.5951678050686734,0.3981903784985193,1.0,0,Pw00
347,PG_00041,G_00041,SRB-9000001.001.Pw00_vs_DMSO,-0.9969767276186584,0.24289665919519493,0.7096140191789652,0,Pw00
349,PG_00042,G_00042,SRB-9000001.001.Pw00_vs_DMSO,-3.422621409703681,0.7262964857135827,1.0,0,Pw00
351,PG_00043,G_00043,SRB-9000001.001.Pw00_vs_DMSO,0.4184745913823439,0.991124150158921,1.0,0,Pw00
353,PG_00044,G_00044,SRB-9000001.001.Pw00_vs_DMSO,-0.8502645690089621,0.8432317409940684,1.0,0,Pw00
355,PG_00045,G_00045,SRB-9000001.001.Pw00_vs_DMSO,-0.5844867560312251,0.7849911144402718,1.0,0,Pw00
357,PG_00046,G_00046,SRB-9000001.001.Pw00_vs_DMSO,0.5521387279796169,0.932515050358568,1.0,0,Pw00
359,PG_00047,G_00047,SRB-9000001.001.Pw00_vs_DMSO,-0.05228517731542137,0.6569890508602715,1.0,0,Pw00
361,PG_00048,G_00048,SRB-9000001.001.Pw00_vs_DMSO,-3.904734691273182,0.20075824005312742,0.7509911724702539,0,Pw00
363,PG_00049,G_00049,SRB-9000001.001.Pw00_vs_DMSO,-2.006292343312783,0.2527594259124251,1.0,0,Pw00
365,PG_00050,G_00050,SRB-9000001.001.Pw00_vs_DMSO,-0.5974492409793362,0.30712918831465674,0.32999790726450395,0,Pw00
367,PG_00051,G_00051,SRB-9000001.001.Pw00_vs_DMSO,0.9962500296184219,0.312855700605382,0.5010780269810448,0,Pw00
369,PG_00052,G_00052,SRB-9000001.001.Pw00_vs_DMSO,-0.40427550379121724,0.031621605456017554,0.06503834925559464,0,Pw00
371,PG_00053,G_00053,SRB-9000001.001.Pw00_vs_DMSO,1.1789291201330203,0.3281372516869421,0.49951768862774804,0,Pw00
373,PG_00054,G_00054,SRB-9000001.001.Pw00_vs_DMSO,-0.6028540375483753,0.8733491103850045,1.0,0,Pw00
375,PG_00055,G_00055,SRB-9000001.001.Pw00_vs_DMSO,-0.10609126461538682,0.81365763305587,1.0,0,Pw00
377,PG_00056,G_00056,SRB-9000001.001.Pw00_vs_DMSO,-4.625410209515747,0.3695384359447636,1.0,0,Pw00
379,PG_00057,G_00057,SRB-9000001.001.Pw00_vs_DMSO,-1.3764418160125858,0.998210380730375,1.0,0,Pw00
381,PG_00058,G_00058,SRB-9000001.001.Pw00_vs_DMSO,2.193010501089385,0.2965743213169713,0.396093132180893,0,Pw00
383,PG_00059,G_00059,SRB-9000001.001.Pw00_vs_DMSO,2.754852321067872,0.675133598426758,1.0,0,Pw00
385,PG_00000,G_00000,SRB-9000001.001.Pw01_vs_DMSO,2.4788355783082463,0.471021136559589,1.0,0,Pw01
387,PG_00001,G_00001,SRB-9000001.001.Pw01_vs_DMSO,-1.3524419383733297,0.4962085618241303,1.0,0,Pw01
389,PG_00002,G_00002,SRB-9000001.001.Pw01_vs_DMSO,-3.2803263267253078,0.24981391662130029,0.7129614992498065,0,Pw01
391,PG_00003,G_00003,SRB-9000001.001.Pw01_vs_DMSO,-0.5151176204499579,0.7825093814786104,1.0,0,Pw01
393,PG_00004,G_00004,SRB-9000001.001.Pw01_vs_DMSO,0.2567162011950188,0.7046879426884943,1.0,0,Pw01
395,PG_00005,G_00005,SRB-9000001.001.Pw01_vs_DMSO,0.8976797515511736,0.7329530075579251,1.0,0,Pw01
397,PG_00006,G_00006,SRB-9000001.001.Pw01_vs_DMSO,2.1138340278894847,0.20117785793141438,0.4566162518015121,0,Pw01
399,PG_00007,G_00007,SRB-9000001.001.Pw01_vs_DMSO,-1.0131341994789744,0.04218495930400945,0.18245960128953673,1,Pw01
401,PG_00008,G_00008,SRB-9000001.001.Pw01_vs_DMSO,-0.5368501634524652,0.7993297741869434,1.0,0,Pw01
403,PG_00009,G_00009,SRB-9000001.001.Pw01_vs_DMSO,0.8090712472940453,0.9207491739949856,1.0,0,Pw01
405,PG_00010,G_00010,SRB-9000001.001.Pw01_vs_DMSO,2.7853728153846165,0.4365735116427812,1.0,0,Pw01
407,PG_00011,G_00011,SRB-9000001.001.Pw01_vs_DMSO,0.20835658427480766,0.8375986044265042,1.0,0,Pw01
409,PG_00012,G_00012,SRB-9000001.001.Pw01_vs_DMSO,-1.1554335968889666,0.9426867055377199,1.0,0,Pw01
411,PG_00013,G_00013,SRB-9000001.001.Pw01_vs_DMSO,-0.38435214297740367,0.5650309874747194,1.0,0,Pw01
413,PG_00014,G_00014,SRB-9000001.001.Pw01_vs_DMSO,0.7091880119496097,0.4927933520973081,1.0,0,Pw01
415,PG_00015,G_00015,SRB-9000001.001.Pw01_vs_DMSO,1.5865917482846092,0.6630349663472073,1.0,0,Pw01
417,PG_00016,G_00016,SRB-9000001.001.Pw01_vs_DMSO,0.6019689913392686,0.9919579944622869,1.0,0,Pw01
419,PG_00017,G_00017,SRB-9000001.001.Pw01_vs_DMSO,-0.16013844183728265,0.41631460058495634,0.6313180786635776,0,Pw01
421,PG_00018,G_00018,SRB-9000001.001.Pw01_vs_DMSO,1.9932607930386,0.1396294123015662,0.2539465762201846,0,Pw01
423,PG_00019,G_00019,SRB-9000001.001.Pw01_vs_DMSO,0.2803713099485256,0.7633600283307755,1.0,0,Pw01
425,PG_00020,G_00020,SRB-9000001.001.Pw01_vs_DMSO,-3.264218211223623,0.5628104981610087,1.0,0,Pw01
427,PG_00021,G_00021,SRB-9000001.001.Pw01_vs_DMSO,1.80573175587018,0.09421521963454851,0.12712457638341845,0,Pw01
429,PG_00022,G_00022,SRB-9000001.001.Pw01_vs_DMSO,1.088082007811955,0.873875688333669,1.0,0,Pw01
431,PG_00023,G_00023,SRB-9000001.001.Pw01_vs_DMSO,-2.5753470499546323,0.3393608863749068,1.0,0,Pw01
433,PG_00024,G_00024,SRB-9000001.001.Pw01_vs_DMSO,1.2052031172799071,0.45307661602125465,1.0,0,Pw01
435,PG_00025,G_00025,SRB-9000001.001.Pw01_vs_DMSO,0.04540389477390515,0.6317815044813652,1.0,0,Pw01
