id,pg,genes,uniquecontrast,logfc,pvalue,adjpval,significant,plate
2957,PG_00014,G_00014,SRB-9001000.001.Pw10_vs_DMSO,-0.10460419729408507,0.4591800231322339,0.9576037171528096,0,Pw10
2959,PG_00015,G_00015,SRB-9001000.001.Pw10_vs_DMSO,0.4411174946840733,0.8741379576907473,1.0,0,Pw10
2961,PG_00016,G_00016,SRB-9001000.001.Pw10_vs_DMSO,2.263084257621526,0.7866422395797102,1.0,0,Pw10
2963,PG_00017,G_00017,SRB-9001000.001.Pw10_vs_DMSO,0.3299816479772232,0.7146303835211582,1.0,0,Pw10
2965,PG_00018,G_00018,SRB-9001000.001.Pw10_vs_DMSO,1.770715984509987,0.6211690921969462,1.0,0,Pw10
2967,PG_00019,G_00019,SRB-9001000.001.Pw10_vs_DMSO,1.5568242164768362,0.8718484180995596,1.0,0,Pw10
2969,PG_00020,G_00020,SRB-9001000.001.Pw10_vs_DMSO,-0.5131236148388135,0.8457857163193738,1.0,0,Pw10
2971,PG_00021,G_00021,SRB-9001000.001.Pw10_vs_DMSO,-0.7802405012375494,0.6516648283319862,1.0,0,Pw10
2973,PG_00022,G_00022,SRB-9001000.001.Pw10_vs_DMSO,-1.6193579028775895,0.29406573107747747,1.0,0,Pw10
2975,PG_00023,G_00023,SRB-9001000.001.Pw10_vs_DMSO,-1.2962273202466903,0.3838231262913521,0.551813603155541,0,Pw10
2977,PG_00024,G_00024,SRB-9001000.001.Pw10_vs_DMSO,-0.1215409194536719,0.7273817399306273,1.0,0,Pw10
2979,PG_00025,G_00025,SRB-9001000.001.Pw10_vs_DMSO,-0.270805061336687,0.4671713587804932,0.7218765930150135,0,Pw10
2981,PG_00026,G_00026,SRB-9001000.001.Pw10_vs_DMSO,0.42353227419614625,0.2686159914226299,0.6550545344362818,0,Pw10
2983,PG_00027,G_00027,SRB-9001000.001.Pw10_vs_DMSO,-0.5812046410384898,0.10937943832535073,0.19420857675310849,0,Pw10
2985,PG_00028,G_00028,SRB-9001000.001.Pw10_vs_DMSO,-0.041568634538841645,0.8923252087608174,1.0,0,Pw10
2987,PG_00029,G_00029,SRB-9001000.001.Pw10_vs_DMSO,-0.9843702727976724,0.4616475093929243,1.0,0,Pw10
2989,PG_00030,G_00030,SRB-9001000.001.Pw10_vs_DMSO,0.8000801253634762,0.019578400338981134,0.08921495493496573,0,Pw10
2991,PG_00031,G_00031,SRB-9001000.001.Pw10_vs_DMSO,1.6851465550348044,0.7695593583218804,1.0,0,Pw10
2993,PG_00032,G_00032,SRB-9001000.001.Pw10_vs_DMSO,-0.9563147381488553,0.9489498188318854,1.0,0,Pw10
2995,PG_00033,G_00033,SRB-9001000.001.Pw10_vs_DMSO,-2.7185342403063415,0.3836117735891629,1.0,0,Pw10
2997,PG_00034,G_00034,SRB-9001000.001.Pw10_vs_DMSO,-1.585402155220145,0.9259236108061434,1.0,0,Pw10
2999,PG_00035,G_00035,SRB-9001000.001.Pw10_vs_DMSO,0.2585420208883231,0.3223703279660608,1.0,0,Pw10
3001,PG_00036,G_00036,SRB-9001000.001.Pw10_vs_DMSO,-0.06003913344951854,0.8696845803477803,1.0,0,Pw10
3003,PG_00037,G_00037,SRB-9001000.001.Pw10_vs_DMSO,2.0004886653791187,0.6703568075209851,1.0,0,Pw10
3005,PG_00038,G_00038,SRB-9001000.001.Pw10_vs_DMSO,0.35044337734809744,0.33918460666992734,1.0,0,Pw10
3007,PG_00039,G_00039,SRB-9001000.001.Pw10_vs_DMSO,-0.008605372387172575,0.3160381365294015,0.37012097901263,0,Pw10
3009,PG_00040,G_00040,SRB-9001000.001.Pw10_vs_DMSO,1.3065362422138345,0.23053911702565102,0.8523166951390992,0,Pw10
3011,PG_00041,G_00041,SRB-9001000.001.Pw10_vs_DMSO,0.1392271576544438,0.01857093401777561,0.04250343851190415,0,Pw10
3013,PG_00042,G_00042,SRB-9001000.001.Pw10_vs_DMSO,1.8744208581699093,0.1375901553855991,0.4329113228887029,0,Pw10
3015,PG_00043,G_00043,SRB-9001000.001.Pw10_vs_DMSO,0.6572016119211808,0.9394607521367733,1.0,0,Pw10
3017,PG_00044,G_00044,SRB-9001000.001.Pw10_vs_DMSO,0.11811344893052023,0.4197276083598007,1.0,0,Pw10
3019,PG_00045,G_00045,SRB-9001000.001.Pw10_vs_DMSO,1.040682028689515,0.05932609834398337,0.10936117596905955,0,Pw10
3021,PG_00046,G_00046,SRB-9001000.001.Pw10_vs_DMSO,-0.060082515629739944,0.3843023963079795,0.7478498481526713,0,Pw10
3023,PG_00047,G_00047,SRB-9001000.001.Pw10_vs_DMSO,-0.7525587489053056,0.1710907323537184,0.5033790106119209,0,Pw10
3025,PG_00048,G_00048,SRB-9001000.001.Pw10_vs_DMSO,1.392423884981242,0.2575170800651679,0.9779757879032289,0,Pw10
3027,PG_00049,G_00049,SRB-9001000.001.Pw10_vs_DMSO,-0.12856082962354604,0.4150477339681171,0.9546720024094385,0,Pw10
3029,PG_00050,G_00050,SRB-9001000.001.Pw10_vs_DMSO,-0.04155007137971663,0.3582692646873475,1.0,0,Pw10
3031,PG_00051,G_00051,SRB-9001000.001.Pw10_vs_DMSO,2.7202819525530884,0.4629585079218961,1.0,0,Pw10
3033,PG_00052,G_00052,SRB-9001000.001.Pw10_vs_DMSO,1.437427102651621,0.6085086441653522,1.0,0,Pw10
3035,PG_00053,G_00053,SRB-9001000.001.Pw10_vs_DMSO,1.0273620288366838,0.33732550866880395,0.9618780516352441,0,Pw10
3037,PG_00054,G_00054,SRB-9001000.001.Pw10_vs_DMSO,-3.3886064882233824,0.8483613139578856,1.0,0,Pw10
3039,PG_00055,G_00055,SRB-9001000.001.Pw10_vs_DMSO,-2.341848830691819,0.776915780418765,1.0,0,Pw10
3041,PG_00056,G_00056,SRB-9001000.001.Pw10_vs_DMSO,-1.4685200713705688,0.7999964335740771,1.0,0,Pw10
3043,PG_00057,G_00057,SRB-9001000.001.Pw10_vs_DMSO,-1.591302333428502,0.49371244433325057,0.9946062039451836,0,Pw10
3045,PG_00058,G_00058,SRB-9001000.001.Pw10_vs_DMSO,-1.570672944526489,0.17077618641511158,0.6201783694530459,0,Pw10
3047,PG_00059,G_00059,SRB-9001000.001.Pw10_vs_DMSO,-0.5925747672582402,0.3673572060059233,0.9555309676177239,0,Pw10
3049,PG_00000,G_00000,SRB-9001000.001.Pw11_vs_DMSO,1.3387685637907523,0.7010652499603583,1.0,0,Pw11
3051,PG_00001,G_00001,SRB-9001000.001.Pw11_vs_DMSO,1.9948282163002733,0.48215966999176,1.0,0,Pw11
3053,PG_00002,G_00002,SRB-9001000.001.Pw11_vs_DMSO,2.3759806264048087,0.16502149926659052,0.6880904790087599,0,Pw11
3055,PG_00003,G_00003,SRB-9001000.001.Pw11_vs_DMSO,1.952057557682354,0.9662371690604783,1.0,0,Pw11
3057,PG_00004,G_00004,SRB-9001000.001.Pw11_vs_DMSO,1.55945829451918,0.41453852097041116,1.0,0,Pw11
3059,PG_00005,G_00005,SRB-9001000.001.Pw11_vs_DMSO,-1.5595890053036423,0.1636936482354493,0.7711622714278769,0,Pw11
3061,PG_00006,G_00006,SRB-9001000.001.Pw11_vs_DMSO,-2.1003904215394402,0.533360375536303,1.0,0,Pw11
3063,PG_00007,G_00007,SRB-9001000.001.Pw11_vs_DMSO,1.5939024416080563,0.24608464787943335,1.0,0,Pw11
3065,PG_00008,G_00008,SRB-9001000.001.Pw11_vs_DMSO,1.5650530206128297,0.7267563047568208,1.0,0,Pw11
3067,PG_00009,G_00009,SRB-9001000.001.Pw11_vs_DMSO,-0.35770246042804765,0.2903997609081218,0.8906250077632529,0,Pw11
3069,PG_00010,G_00010,SRB-9001000.001.Pw11_vs_DMSO,0.5743388942247251,0.49353161378203386,1.0,0,Pw11
3071,PG_00011,G_00011,SRB-9001000.001.Pw11_vs_DMSO,-1.0561427195232047,0.280072187700761,1.0,0,Pw11
3073,PG_00012,G_00012,SRB-9001000.001.Pw11_vs_DMSO,-5.047522897555821,0.009312722197020576,0.03762488875097404,1,Pw11
3075,PG_00013,G_00013,SRB-9001000.001.Pw11_vs_DMSO,-0.2775132725163162,0.7726771484204742,1.0,0,Pw11
3077,PG_00014,G_00014,SRB-9001000.001.Pw11_vs_DMSO,0.4698067480175999,0.43266918918397246,0.7903175525833224,0,Pw11
3079,PG_00015,G_00015,SRB-9001000.001.Pw11_vs_DMSO,0.4744980668525962,0.35056747563292995,0.8687843868327145,0,Pw11
3081,PG_00016,G_00016,SRB-9001000.001.Pw11_vs_DMSO,0.6013659226584741,0.9461566204383351,1.0,0,Pw11
3083,PG_00017,G_00017,SRB-9001000.001.Pw11_vs_DMSO,-0.8125114853655453,0.94763265073086,1.0,0,Pw11
3085,PG_00018,G_00018,SRB-9001000.001.Pw11_vs_DMSO,-1.5440433186946776,0.14664411403671213,0.503762253203079,0,Pw11
3087,PG_00019,G_00019,SRB-9001000.001.Pw11_vs_DMSO,2.365108298037834,0.8221663244400138,1.0,0,Pw11
3089,PG_00020,G_00020,SRB-9001000.001.Pw11_vs_DMSO,1.8203073273165735,0.5277071935692305,1.0,0,Pw11
3091,PG_00021,G_00021,SRB-9001000.001.Pw11_vs_DMSO,-0.7558201409564123,0.11024680989535196,0.44372934749344856,0,Pw11
3093,PG_00022,G_00022,SRB-9001000.001.Pw11_vs_DMSO,-1.4896375204179906,0.2058077751784726,0.5675086849384692,0,Pw11
3095,PG_00023,G_00023,SRB-9001000.001.Pw11_vs_DMSO,0.6698029728749673,0.7438698759184424,1.0,0,Pw11
3097,PG_00024,G_00024,SRB-9001000.001.Pw11_vs_DMSO,-1.1827563582308667,0.36269193970014757,1.0,0,Pw11
3099,PG_00025,G_00025,SRB-9001000.001.Pw11_vs_DMSO,-0.15275481411274866,0.4900280915319619,1.0,0,Pw11
3101,PG_00026,G_00026,SRB-9001000.001.Pw11_vs_DMSO,1.6123488237299504,0.5798697553445357,1.0,0,Pw11
3103,PG_00027,G_00027,SRB-9001000.001.Pw11_vs_DMSO,0.6562359926638992,0.3339587979996723,1.0,0,Pw11
3105,PG_00028,G_00028,SRB-9001000.001.Pw11_vs_DMSO,-1.5132222823519748,0.38649499761187844,1.0,0,Pw11
3107,PG_00029,G_00029,SRB-9001000.001.Pw11_vs_DMSO,-0.963231579963207,0.976768775830087,1.0,0,Pw11
3109,PG_00030,G_00030,SRB-9001000.001.Pw11_vs_DMSO,-0.15108557347811719,0.4141635526959071,1.0,0,Pw11
3111,PG_00031,G_00031,SRB-9001000.001.Pw11_vs_DMSO,2.1881222570909062,0.22432329892907082,1.0,0,Pw11
3113,PG_00032,G_00032,SRB-9001000.001.Pw11_vs_DMSO,-2.2200454692527525,0.25573053337185286,0.5353144218628528,0,Pw11
3115,PG_00033,G_00033,SRB-9001000.001.Pw11_vs_DMSO,1.061634492184793,0.8544614988379726,1.0,0,Pw11
3117,PG_00034,G_00034,SRB-9001000.001.Pw11_vs_DMSO,2.775412086026402,0.04770948355518606,0.16683644674525197,1,Pw11
3119,PG_00035,G_00035,SRB-9001000.001.Pw11_vs_DMSO,-0.7173394144090643,0.554124754231798,1.0,0,Pw11
3121,PG_00036,G_00036,SRB-9001000.001.Pw11_vs_DMSO,-0.8925055169091378,0.8463885936501107,1.0,0,Pw11
3123,PG_00037,G_00037,SRB-9001000.001.Pw11_vs_DMSO,1.0587074515115646,0.19052639216493997,0.931467764308294,0,Pw11
3125,PG_00038,G_00038,SRB-9001000.001.Pw11_vs_DMSO,0.2502283662977007,0.9817187454726914,1.0,0,Pw11
3127,PG_00039,G_00039,SRB-9001000.001.Pw11_vs_DMSO,-0.916456274179408,0.7002514349699183,0.8241302052150947,0,Pw11
3129,PG_00040,G_00040,SRB-9001000.001.Pw11_vs_DMSO,1.153543237668408,0.6578274117159318,1.0,0,Pw11
3131,PG_00041,G_00041,SRB-9001000.001.Pw11_vs_DMSO,0.21363844025423934,0.735270068689689,1.0,0,Pw11
3133,PG_00042,G_00042,SRB-9001000.001.Pw11_vs_DMSO,1.913324404613323,0.4723312580106199,1.0,0,Pw11
3135,PG_00043,G_00043,SRB-9001000.001.Pw11_vs_DMSO,0.08068949054060241,0.699297112684017,1.0,0,Pw11
3137,PG_00044,G_00044,SRB-9001000.001.Pw11_vs_DMSO,0.05883420318733554,0.011813113959461195,0.043243538105346216,0,Pw11
3139,PG_00045,G_00045,SRB-9001000.001.Pw11_vs_DMSO,1.282385457412779,0.5297936300326361,1.0,0,Pw11
3141,PG_00046,G_00046,SRB-9001000.001.Pw11_vs_DMSO,-0.2555722445079804,0.7927968843087171,1.0,0,Pw11
3143,PG_00047,G_00047,SRB-9001000.001.Pw11_vs_DMSO,1.3630404188633405,0.626387951497412,1.0,0,Pw11
3145,PG_00048,G_00048,SRB-9001000.001.Pw11_vs_DMSO,2.6923060218957007,0.8492155597002143,1.0,0,Pw11
3147,PG_00049,G_00049,SRB-9001000.001.Pw11_vs_DMSO,1.0292099489362379,0.12666175165334914,0.41370287957672774,0,Pw11
3149,PG_00050,G_00050,SRB-9001000.001.Pw11_vs_DMSO,-0.9262766902140522,0.9253997929897331,1.0,0,Pw11
3151,PG_00051,G_00051,SRB-9001000.001.Pw11_vs_DMSO,-1.9010072400595939,0.07810321052534339,0.09176169094537504,0,Pw11
3153,PG_00052,G_00052,SRB-9001000.001.Pw11_vs_DMSO,0.5690286601330541,0.7187196003494867,1.0,0,Pw11
3155,PG_00053,G_00053,SRB-9001000.001.Pw11_vs_DMSO,2.2117859189857034,0.10584853759609354,0.47669058637861317,0,Pw11
3157,PG_00054,G_00054,SRB-9001000.001.Pw11_vs_DMSO,-0.1213966195533638,0.36680644719297106,1.0,0,Pw11
3159,PG_00055,G_00055,SRB-9001000.001.Pw11_vs_DMSO,-2.303336130915532,0.17727926496833588,0.8753730745537269,0,Pw11
3161,PG_00056,G_00056,SRB-9001000.001.Pw11_vs_DMSO,1.0602895312797107,0.873677616133728,1.0,0,Pw11
3163,PG_00057,G_00057,SRB-9001000.001.Pw11_vs_DMSO,2.149174778704796,0.8457121298956225,1.0,0,Pw11
3165,PG_00058,G_00058,SRB-9001000.001.Pw11_vs_DMSO,-0.3275508588537129,0.3885414041161986,1.0,0,Pw11
3167,PG_00059,G_00059,SRB-9001000.001.Pw11_vs_DMSO,-0.7646408070763338,0.9522933055775445,1.0,0,Pw11
3169,PG_00000,G_00000,SRB-9001001.001.Pw10_vs_DMSO,0.9978648270077582,0.9788194743536354,1.0,0,Pw10
3171,PG_00001,G_00001,SRB-9001001.001.Pw10_vs_DMSO,-1.335270682760852,0.47890470949236125,1.0,0,Pw10
3173,PG_00002,G_00002,SRB-9001001.001.Pw10_vs_DMSO,0.020383219257517352,0.34304061972276184,0.8128285458793372,0,Pw10
3175,PG_00003,G_00003,SRB-9001001.001.Pw10_vs_DMSO,0.19126907761468667,0.8140394343075252,1.0,0,Pw10
3177,PG_00004,G_00004,SRB-9001001.001.Pw10_vs_DMSO,-1.2994544632672802,0.0004246823246379712,0.00046807398074533846,1,Pw10
3179,PG_00005,G_00005,SRB-9001001.001.Pw10_vs_DMSO,0.34472969580661905,0.82464185437447,1.0,0,Pw10
3181,PG_00006,G_00006,SRB-9001001.001.Pw10_vs_DMSO,-1.605756240098977,0.20940908728387017,0.936648233176482,0,Pw10
3183,PG_00007,G_00007,SRB-9001001.001.Pw10_vs_DMSO,0.42503963437032277,0.3732789739719755,1.0,0,Pw10
3185,PG_00008,G_00008,SRB-9001001.001.Pw10_vs_DMSO,0.7429729377323764,0.643357472710843,1.0,0,Pw10
3187,PG_00009,G_00009,SRB-9001001.001.Pw10_vs_DMSO,-0.410850674093012,0.6872769238548547,1.0,0,Pw10
3189,PG_00010,G_00010,SRB-9001001.001.Pw10_vs_DMSO,0.2557036499816705,0.574213093176369,1.0,0,Pw10
3191,PG_00011,G_00011,SRB-9001001.001.Pw10_vs_DMSO,-0.3952473912151125,0.7373292163834358,1.0,0,Pw10
3193,PG_00012,G_00012,SRB-9001001.001.Pw10_vs_DMSO,-0.3328639205029654,0.9237800403166784,1.0,0,Pw10
3195,PG_00013,G_00013,SRB-9001001.001.Pw10_vs_DMSO,-3.688063845937444,0.4973430600668568,1.0,0,Pw10
3197,PG_00014,G_00014,SRB-9001001.001.Pw10_vs_DMSO,2.3096702102273303,0.6044267947344373,1.0,0,Pw10
3199,PG_00015,G_00015,SRB-9001001.001.Pw10_vs_DMSO,2.1030154587697423,0.7517593254741423,0.9164770438635065,0,Pw10
3201,PG_00016,G_00016,SRB-9001001.001.Pw10_vs_DMSO,1.0820456234798221,0.8716532370115193,1.0,0,Pw10
3203,PG_00017,G_00017,SRB-9001001.001.Pw10_vs_DMSO,-0.5383901539566649,0.20914782682795088,0.22070121535825346,0,Pw10
3205,PG_00018,G_00018,SRB-9001001.001.Pw10_vs_DMSO,1.7093722254569095,0.3408839327824458,0.7365239344065607,0,Pw10
3207,PG_00019,G_00019,SRB-9001001.001.Pw10_vs_DMSO,-0.808447591260627,0.6917881423653551,1.0,0,Pw10
3209,PG_00020,G_00020,SRB-9001001.001.Pw10_vs_DMSO,-1.3641593011119655,0.22712258458503848,0.5637795393361248,0,Pw10
3211,PG_00021,G_00021,SRB-9001001.001.Pw10_vs_DMSO,0.7403987111134984,0.5627889034759839,1.0,0,Pw10
3213,PG_00022,G_00022,SRB-9001001.001.Pw10_vs_DMSO,-2.903705460458501,0.12847604759250925,0.43650562897749545,0,Pw10
3215,PG_00023,G_00023,SRB-9001001.001.Pw10_vs_DMSO,-1.4882579844389612,0.5788605550414642,1.0,0,Pw10
3217,PG_00024,G_00024,SRB-9001001.001.Pw10_vs_DMSO,-0.7354054789553461,0.4469949310189283,0.9594227832958306,0,Pw10
3219,PG_00025,G_00025,SRB-9001001.001.Pw10_vs_DMSO,-0.6390869469121058,0.5805034572722425,1.0,0,Pw10
3221,PG_00026,G_00026,SRB-9001001.001.Pw10_vs_DMSO,-2.2095761131860865,0.6991189339781075,1.0,0,Pw10
3223,PG_00027,G_00027,SRB-9001001.001.Pw10_vs_DMSO,0.3538280270251199,0.3647557072604776,1.0,0,Pw10
3225,PG_00028,G_00028,SRB-9001001.001.Pw10_vs_DMSO,1.8303248770897251,0.3857756315164571,1.0,0,Pw10
3227,PG_00029,G_00029,SRB-9001001.001.Pw10_vs_DMSO,0.7261876390585057,0.8478549571634962,1.0,0,Pw10
3229,PG_00030,G_00030,SRB-9001001.001.Pw10_vs_DMSO,-0.4592218290471837,0.6058702502260299,0.9638192122895882,0,Pw10
3231,PG_00031,G_00031,SRB-9001001.001.Pw10_vs_DMSO,-2.9078481794872335,0.7431946126899253,1.0,0,Pw10
3233,PG_00032,G_00032,SRB-9001001.001.Pw10_vs_DMSO,1.810244762755917,0.8456809937220481,1.0,0,Pw10
3235,PG_00033,G_00033,SRB-9001001.001.Pw10_vs_DMSO,-0.3905444590604862,0.974142842134337,1.0,0,Pw10
3237,PG_00034,G_00034,SRB-9001001.001.Pw10_vs_DMSO,-0.8308367962647729,0.594728529683886,1.0,0,Pw10
3239,PG_00035,G_00035,SRB-9001001.001.Pw10_vs_DMSO,-0.44408752804420826,0.5080194771237676,1.0,0,Pw10
3241,PG_00036,G_00036,SRB-9001001.001.Pw10_vs_DMSO,1.6795149994869738,0.6853484213302148,1.0,0,Pw10
3243,PG_00037,G_00037,SRB-9001001.001.Pw10_vs_DMSO,-0.624273032239614,0.03024691364645787,0.09521489786300558,0,Pw10
3245,PG_00038,G_00038,SRB-9001001.001.Pw10_vs_DMSO,1.735207613361879,0.09661032382291568,0.13035475515426379,0,Pw10
3247,PG_00039,G_00039,SRB-9001001.001.Pw10_vs_DMSO,1.5747700308149644,0.03441853385968123,0.10068554564873645,1,Pw10
3249,PG_00040,G_00040,SRB-9001001.001.Pw10_vs_DMSO,0.623090977259293,0.9027685767403927,1.0,0,Pw10
3251,PG_00041,G_00041,SRB-9001001.001.Pw10_vs_DMSO,-0.7559667594264228,0.6849517179531218,1.0,0,Pw10
3253,PG_00042,G_00042,SRB-9001001.001.Pw10_vs_DMSO,1.1887073669547787,0.3657921390095762,1.0,0,Pw10
3255,PG_00043,G_00043,SRB-9001001.001.Pw10_vs_DMSO,-0.45840203183876993,0.29177027254173027,0.39325968482820545,0,Pw10
3257,PG_00044,G_00044,SRB-9001001.001.Pw10_vs_DMSO,-1.7597093250245521,0.9332027512934835,1.0,0,Pw10
3259,PG_00045,G_00045,SRB-9001001.001.Pw10_vs_DMSO,-2.6501871358338556,0.0899543087965094,0.382570857211174,0,Pw10
3261,PG_00046,G_00046,SRB-9001001.001.Pw10_vs_DMSO,1.5413986008307656,0.9505074246206627,1.0,0,Pw10
3263,PG_00047,G_00047,SRB-9001001.001.Pw10_vs_DMSO,0.5643634958342136,0.7470957015124893,1.0,0,Pw10
3265,PG_00048,G_00048,SRB-9001001.001.Pw10_vs_DMSO,-2.1113276054747674,0.9690857193325954,1.0,0,Pw10
3267,PG_00049,G_00049,SRB-9001001.001.Pw10_vs_DMSO,0.36662333409727543,0.46752224996674585,1.0,0,Pw10
3269,PG_00050,G_00050,SRB-9001001.001.Pw10_vs_DMSO,0.6787946019726433,0.19005684390357827,0.7140503995818093,0,Pw10
3271,PG_00051,G_00051,SRB-9001001.001.Pw10_vs_DMSO,-0.0764411331978299,0.926322278852194,1.0,0,Pw10
3273,PG_00052,G_00052,SRB-9001001.001.Pw10_vs_DMSO,-0.3609540475678196,0.7544192778343626,1.0,0,Pw10
3275,PG_00053,G_00053,SRB-9001001.001.Pw10_vs_DMSO,-1.7314321355217817,0.22772305358140635,0.49263926187005636,0,Pw10
3277,PG_00054,G_00054,SRB-9001001.001.Pw10_vs_DMSO,2.2480554412874043,0.2223989183714793,0.8090097867819684,0,Pw10
3279,PG_00055,G_00055,SRB-9001001.001.Pw10_vs_DMSO,-1.1591681262804412,0.018524547569416686,0.08633304279622975,1,Pw10
3281,PG_00056,G_00056,SRB-9001001.001.Pw10_vs_DMSO,0.8873152220929794,0.7122680163731141,1.0,0,Pw10
3283,PG_00057,G_00057,SRB-9001001.001.Pw10_vs_DMSO,0.8389185438456004,0.5706753323675678,1.0,0,Pw10
3285,PG_00058,G_00058,SRB-9001001.001.Pw10_vs_DMSO,-0.7145013274473269,0.8453629698392195,1.0,0,Pw10
3287,PG_00059,G_00059,SRB-9001001.001.Pw10_vs_DMSO,-0.8734777464291273,0.7689629779220836,1.0,0,Pw10
3289,PG_00000,G_00000,SRB-9001001.001.Pw11_vs_DMSO,2.220192836339085,0.670564123777047,1.0,0,Pw11
3291,PG_00001,G_00001,SRB-9001001.001.Pw11_vs_DMSO,2.4930090582246764,0.1949213846491928,0.33854277637896096,0,Pw11
3293,PG_00002,G_00002,SRB-9001001.001.Pw11_vs_DMSO,-2.738825650004815,0.17234571007799007,0.7238295169982721,0,Pw11
3295,PG_00003,G_00003,SRB-9001001.001.Pw11_vs_DMSO,3.045979806265288,0.5467691536652378,1.0,0,Pw11
3297,PG_00004,G_00004,SRB-9001001.001.Pw11_vs_DMSO,1.5050335655349223,0.3110405921905858,1.0,0,Pw11
3299,PG_00005,G_00005,SRB-9001001.001.Pw11_vs_DMSO,1.5282081497180127,0.1270482132041945,0.18154581551014817,0,Pw11
3301,PG_00006,G_00006,SRB-9001001.001.Pw11_vs_DMSO,-0.36239757097265735,0.02578077885517834,0.11848068583426377,0,Pw11
3303,PG_00007,G_00007,SRB-9001001.001.Pw11_vs_DMSO,0.610209748282976,0.830050313337683,1.0,0,Pw11
3305,PG_00008,G_00008,SRB-9001001.001.Pw11_vs_DMSO,-2.540881949362297,0.7487635675129861,0.9233064311003765,0,Pw11
3307,PG_00009,G_00009,SRB-9001001.001.Pw11_vs_DMSO,0.13408386051957683,0.9578313889820145,1.0,0,Pw11
3309,PG_00010,G_00010,SRB-9001001.001.Pw11_vs_DMSO,-0.10317902961878053,0.6316213692584076,1.0,0,Pw11
3311,PG_00011,G_00011,SRB-9001001.001.Pw11_vs_DMSO,-0.5705813620925955,0.48177650601966127,1.0,0,Pw11
3313,PG_00012,G_00012,SRB-9001001.001.Pw11_vs_DMSO,0.9774166129496344,0.7509045971293162,1.0,0,Pw11
3315,PG_00013,G_00013,SRB-9001001.001.Pw11_vs_DMSO,0.3185402860825659,0.2530952452863925,0.28522716518743846,0,Pw11
3317,PG_00014,G_00014,SRB-9001001.001.Pw11_vs_DMSO,-2.6087732858990647,0.9668409108236945,1.0,0,Pw11
3319,PG_00015,G_00015,SRB-9001001.001.Pw11_vs_DMSO,-2.3859818340681738,0.31298877185668716,1.0,0,Pw11
3321,PG_00016,G_00016,SRB-9001001.001.Pw11_vs_DMSO,-0.6416293042372005,0.8721845259041919,1.0,0,Pw11
3323,PG_00017,G_00017,SRB-9001001.001.Pw11_vs_DMSO,-2.0303952511679393,0.5115136776873425,1.0,0,Pw11
3325,PG_00018,G_00018,SRB-9001001.001.Pw11_vs_DMSO,-1.694693997191313,0.8060805253451364,1.0,0,Pw11
3327,PG_00019,G_00019,SRB-9001001.001.Pw11_vs_DMSO,1.0039379254543581,0.2789752858203974,0.41275928974980475,0,Pw11
3329,PG_00020,G_00020,SRB-9001001.001.Pw11_vs_DMSO,-1.9747666198679807,0.6913257514072197,1.0,0,Pw11
3331,PG_00021,G_00021,SRB-9001001.001.Pw11_vs_DMSO,-0.9129245278427542,0.9714045059693588,1.0,0,Pw11
3333,PG_00022,G_00022,SRB-9001001.001.Pw11_vs_DMSO,-0.1272056971194464,0.02091132297361197,0.05536689083188395,0,Pw11
3335,PG_00023,G_00023,SRB-9001001.001.Pw11_vs_DMSO,-1.3193414964887689,0.7197842062385114,0.941949849670302,0,Pw11
3337,PG_00024,G_00024,SRB-9001001.001.Pw11_vs_DMSO,-0.4635949758678868,0.9731300193577045,1.0,0,Pw11
